t,Temp,P,KE,PE,E,Vol
14690,318.938015553837,3450.47046429045,20.7366649906601,-2133.12334733272,-2112.38668234206,7745.26670461168
14700,314.042677492001,4110.87942906417,20.4183806204886,-2132.81062593353,-2112.39224531304,7743.06825526704
14710,308.680548563125,4290.11931859955,20.0697465103724,-2132.47593186263,-2112.40618535226,7744.38293081494
14720,306.325015324065,3820.08068157643,19.9165947966517,-2132.34555442354,-2112.42895962689,7749.2898902364
14730,308.906262743935,2619.85699344239,20.0844219617857,-2132.53993679658,-2112.45551483479,7757.32523679281
14740,314.954556787411,839.145392973261,20.477669054412,-2132.95464311501,-2112.4769740606,7767.42694823028
14750,320.566140697196,-1148.25184266315,20.8425221917908,-2133.3291124611,-2112.48659026931,7778.06465401336
14760,321.941666664515,-2886.43297777031,20.9319559368422,-2133.41727035949,-2112.48531442265,7787.55285215043
14770,317.470619624571,-4045.97915738106,20.6412580579337,-2133.12221039151,-2112.48095233358,7794.43218782347
14780,309.039501008538,-4480.03653117537,20.0930848276789,-2132.57537841879,-2112.48229359112,7797.75199922382
14790,301.292486357645,-4175.38927123562,19.5893905684219,-2132.08296336055,-2112.49357279213,7797.20035750045
14800,298.722887002328,-3292.02243265415,19.422320735436,-2131.934989046,-2112.51266831057,7793.10154188948
14810,302.605947753212,-2032.39756251227,19.6747890082746,-2132.20833481189,-2112.53354580361,7786.27537192933
14820,310.117627404336,-513.288626525696,20.1631822911262,-2132.71309807934,-2112.54991578821,7777.85842386953
14830,316.666512222212,1099.06009447973,20.5889767211031,-2133.14708306669,-2112.55810634559,7769.18033369473
14840,319.207239826634,2582.70453753931,20.7541693748353,-2133.3134045401,-2112.55923516527,7761.61257480341
14850,318.042291292573,3778.72215609993,20.678426922371,-2133.23711894896,-2112.55869202659,7756.38895421838
14860,315.632537415778,4426.45764434042,20.5217498991999,-2133.08531877528,-2112.56356887608,7754.46106519274
14870,314.285491626808,4327.4336386518,20.434167874196,-2133.01259082587,-2112.57842295168,7756.30100137943
14880,314.875253214669,3535.2538601513,20.4725129063822,-2133.07422037838,-2112.601707472,7761.76100704467
14890,316.366499544469,2173.8106195901,20.5694705409431,-2133.1960412989,-2112.62657075796,7770.11278434555
14900,316.766371503864,414.334085812576,20.5954693571918,-2133.24015315635,-2112.64468379916,7780.15549998622
14910,314.82187603624,-1471.35212853342,20.4690424368451,-2133.120273271,-2112.65123083416,7790.36975348955
14920,311.369865396016,-3236.56199567757,20.2446001167089,-2132.89271495284,-2112.64811483613,7799.14215629219
14930,308.934353783834,-4627.7119145601,20.0862483808866,-2132.72965054091,-2112.64340216003,7804.9859549015
14940,309.787682148179,-5317.56518173613,20.1417299589848,-2132.78918214096,-2112.64745218198,7806.77087259649
14950,313.852819061727,-5078.24581746161,20.4060364329906,-2133.07221431484,-2112.66617788185,7803.99288494328
14960,318.384446965665,-3929.25212393976,20.7006731496049,-2133.39649305404,-2112.69581990443,7796.95241811754
14970,319.93655409508,-2086.80680852963,20.8015878226846,-2133.52648568501,-2112.72489786232,7786.72341651907
14980,316.982458040747,30.1317528038771,20.6095188398681,-2133.3516456836,-2112.74212684373,7774.93929354234
14990,311.396197870401,1985.06482545435,20.2463121976559,-2132.9906403242,-2112.74432812654,7763.4258272158
15000,306.675581826889,3477.07082604174,19.9393878779762,-2132.67666289261,-2112.73727501464,7753.82797649811
15010,305.149089883226,4342.56322434586,19.8401386492767,-2132.57083873506,-2112.73070008579,7747.36062249549
15020,306.973874751839,4433.99233503798,19.9587822435022,-2132.69128907635,-2112.73250683285,7744.67625988151
15030,310.511755468754,3813.85675664408,20.1888076516561,-2132.93025977209,-2112.74145212044,7745.27052663881
15040,313.641328648559,3321.498874679,20.39228578041,-2133.13379737585,-2112.74151159544,7745.27052663881
15050,314.711028049231,2974.54197673976,20.4618353387276,-2133.20334870077,-2112.74151336204,7745.27052663881
15060,313.566328401827,2742.83708778798,20.3874094253979,-2133.12887259745,-2112.74146317205,7745.27052663881
15070,311.256733276719,2571.97258322194,20.2372445092142,-2132.97864139288,-2112.74139688366,7745.27052663881
15080,309.202384874299,2492.88612045501,20.1036751869085,-2132.84503341853,-2112.74135823162,7745.27052663881
15090,308.225545769799,2507.90004180574,20.0401632056709,-2132.78152140752,-2112.74135820185,7745.27052663881
15100,308.260237098393,2593.39183835967,20.0424187613716,-2132.78378897226,-2112.74137021089,7745.27052663881
15110,308.821140649181,2752.44725203117,20.0788875059474,-2132.82027920905,-2112.7413917031,7745.27052663881
15120,309.221429772661,2934.87169932163,20.1049134453093,-2132.8463366247,-2112.74142317939,7745.27052663881
15130,308.816778191205,3077.42360897292,20.0786038682963,-2132.8200171186,-2112.74141325031,7745.27052663881
15140,307.962173108018,3247.89050311922,20.0230392806801,-2132.76438365386,-2112.74134437318,7745.27052663881
15150,308.259541612786,3450.31887429672,20.0423735423907,-2132.78364346643,-2112.74126992404,7745.27052663881
15160,311.314489352938,3670.30761393001,20.2409996852839,-2132.98227675709,-2112.7412770718,7745.27052663881
15170,316.925173489498,3912.94113115895,20.6057943213396,-2133.34718307346,-2112.74138875212,7745.27052663881
15180,322.542884854753,4147.40467908709,20.971045852717,-2133.71258642892,-2112.7415405762,7745.27052663881
15190,324.584841521676,4333.28181782826,21.1038094909866,-2133.84544529465,-2112.74163580366,7745.27052663881
15200,320.833142461294,4455.69600553038,20.8598820732223,-2133.60145184793,-2112.74156977471,7745.27052663881
15210,312.657331988519,4524.5078439528,20.328308430279,-2133.06967443197,-2112.7413660017,7745.27052663881
15220,304.565355258911,4489.0044023389,19.8021854773199,-2132.54333483673,-2112.74114935941,7745.27052663881
15230,301.394936027742,4315.71908562729,19.5960516260055,-2132.3371037199,-2112.7410520939,7745.27052663881
15240,305.188822677363,4069.21909956643,19.8427219902426,-2132.5838720648,-2112.74115007456,7745.27052663881
15250,313.599671300679,3850.76200488285,20.3895773090919,-2133.13095168124,-2112.74137437215,7745.27052663881
15260,321.402841396666,3705.99181661348,20.8969226748196,-2133.63849944772,-2112.7415767729,7745.27052663881
15270,323.746094574846,3642.30990229326,21.0492759653479,-2133.79092414456,-2112.74164817921,7745.27052663881
15280,318.921851179455,3664.38526371451,20.7356140177438,-2133.47714487001,-2112.74153085227,7745.27052663881
15290,309.644639584266,3728.07789374781,20.1324296386009,-2132.87373113309,-2112.74130149449,7745.27052663881
15300,301.373695598636,3739.31898438309,19.5946706189096,-2132.33576569846,-2112.74109507955,7745.27052663881
15310,299.139800281379,3640.14397588957,19.4494275417,-2132.19043539539,-2112.74100785369,7745.27052663881
15320,304.880280194263,3470.82290429285,19.8226612204522,-2132.56379300268,-2112.74113178222,7745.27052663881
15330,315.651171790944,3355.4747862556,20.522961466264,-2133.26436806688,-2112.74140660061,7745.27052663881
15340,325.255416463656,3388.75934609405,21.1474088339461,-2133.88903864892,-2112.74162981497,7745.27052663881
15350,328.580427847071,3602.46791205629,21.3635939350803,-2134.10529654981,-2112.74170261473,7745.27052663881
15360,324.208251675895,3945.82540745813,21.0793244277768,-2133.82088547428,-2112.7415610465,7745.27052663881
15370,315.592234560343,4253.94757884276,20.5191294940724,-2133.26040913296,-2112.74127963889,7745.27052663881
15380,309.149812633911,4330.89560792557,20.1002570527145,-2132.84134348814,-2112.74108643543,7745.27052663881
15390,309.2504631319,4087.05086740646,20.1068011319905,-2132.84793648198,-2112.74113534999,7745.27052663881
15400,314.871010513811,3651.08466996784,20.4722370550818,-2133.21359970388,-2112.7413626488,7745.27052663881
15410,320.931349078693,3181.52201128275,20.8662672566296,-2133.6078329496,-2112.74156569297,7745.27052663881
15420,322.739580195011,2726.43116557322,20.9838345614228,-2133.72544146446,-2112.74160690304,7745.27052663881
15430,319.233425599787,2300.44473332418,20.7558719175832,-2133.49736661485,-2112.74149469727,7745.27052663881
15440,313.025787422332,1966.30974701446,20.3522646114878,-2133.09357975217,-2112.74131514068,7745.27052663881
15450,308.346198508668,1711.32340535214,20.0480077877029,-2132.78919280006,-2112.74118501235,7745.27052663881
15460,308.220792261646,1443.53895777733,20.0398541427769,-2132.7810519547,-2112.74119781192,7745.27052663881
15470,312.288548184116,1101.77191477374,20.3043308991195,-2133.04569081907,-2112.74135991995,7745.27052663881
15480,316.83699174362,736.025906891691,20.6000609335545,-2133.34160242588,-2112.74154149232,7745.27052663881
15490,317.630265897509,529.759736543774,20.6516379158292,-2133.39324700808,-2112.74160909225,7745.27052663881
15500,313.062015760808,636.137341596979,20.3546201002709,-2133.09612907136,-2112.74150897109,7745.27052663881
15510,305.470150245308,975.060906074758,19.8610133046818,-2132.60230699982,-2112.74129369514,7745.27052663881
15520,299.775044971547,1356.47327994136,19.4907297875431,-2132.23184656539,-2112.74111677785,7745.27052663881
15530,300.075363413346,1650.40146029153,19.5102558478256,-2132.25133515711,-2112.74107930928,7745.27052663881
15540,307.026955979912,1821.50257335238,19.9622334709827,-2132.70346230745,-2112.74122883647,7745.27052663881
15550,316.932658390411,1933.55045895714,20.6062809735264,-2133.34777134627,-2112.74149037274,7745.27052663881
15560,323.635546537619,2074.40173345539,21.0420883693212,-2133.78377297704,-2112.74168460772,7745.27052663881
15570,322.748450754797,2371.69131835467,20.9844113061745,-2133.7260489324,-2112.74163762623,7745.27052663881
15580,315.268587834842,2823.45882869348,20.4980866788709,-2133.23948584909,-2112.74139917022,7745.27052663881
15590,306.563865796113,3291.89433052338,19.9321243415168,-2132.67330284407,-2112.74117850255,7745.27052663881
15600,301.811724869518,3623.2212563218,19.623150341625,-2132.36427724166,-2112.74112690004,7745.27052663881
15610,302.383481531118,3767.49740669455,19.6603247321635,-2132.4015788844,-2112.74125415223,7745.27052663881
15620,305.653774056065,3763.91554638221,19.872952130605,-2132.61435738367,-2112.74140525306,7745.27052663881
15630,308.278684691251,3675.8886191998,20.043618184251,-2132.78507235346,-2112.74145416921,7745.27052663881
15640,309.13486858817,3571.73068970787,20.0992854229462,-2132.84069319222,-2112.74140776927,7745.27052663881
15650,309.412228658842,3502.51801145252,20.1173187792312,-2132.85865493478,-2112.74133615555,7745.27052663881
15660,310.91018772111,3477.30603485315,20.2147128612444,-2132.95603220763,-2112.74131934638,7745.27052663881
15670,314.172387723495,3479.14856285071,20.426814101244,-2133.16819412602,-2112.74138002478,7745.27052663881
15680,317.881026275503,3479.08043024891,20.6679418172075,-2133.40942411122,-2112.74148229401,7745.27052663881
15690,319.716535497288,3477.75888801942,20.7872826858504,-2133.52882695109,-2112.74154426524,7745.27052663881
15700,318.3026179313,3465.48759895827,20.6953528014828,-2133.43684146118,-2112.7414886597,7745.27052663881
15710,314.731021887918,3425.35700882607,20.4631352951909,-2133.20450963766,-2112.74137434247,7745.27052663881
15720,311.447515337927,3332.81541637508,20.2496487492125,-2132.99095858121,-2112.74130983199,7745.27052663881
15730,310.058107299561,3172.41771029849,20.1593124217073,-2132.90061964045,-2112.74130721874,7745.27052663881
15740,310.653581775148,2951.25667677198,20.1980288935876,-2132.93939614507,-2112.74136725148,7745.27052663881
15750,311.979941009864,2671.54045102836,20.2842659232493,-2133.02569276013,-2112.74142683688,7745.27052663881
15760,312.655345241634,2344.61538086039,20.3281792562622,-2133.06962362908,-2112.74144437282,7745.27052663881
15770,312.146491412942,2007.95607237662,20.2950946728629,-2133.03652270699,-2112.74142803412,7745.27052663881
15780,310.765524475183,1737.92213510577,20.2053071675956,-2132.9466897447,-2112.7413825771,7745.27052663881
15790,309.448669186248,1589.24299949069,20.1196880640829,-2132.86102433867,-2112.74133627458,7745.27052663881
15800,309.131744322786,1556.18060518343,20.0990822899189,-2132.84040325453,-2112.74132096461,7745.27052663881
15810,310.132521532609,1585.67774909932,20.1641506753679,-2132.90548729936,-2112.74133662399,7745.27052663881
15820,312.044034362753,1643.5429805621,20.2884331354416,-2133.02982129874,-2112.7413881633,7745.27052663881
15830,313.764641657074,1720.26799324518,20.4003033274626,-2133.14173726197,-2112.74143393451,7745.27052663881
15840,314.310704514989,1903.35968064816,20.4358071620518,-2133.17724739,-2112.74144022795,7745.27052663881
15850,313.60984777497,2223.47557054975,20.3902389616007,-2133.13164822313,-2112.74140926153,7745.27052663881
15860,312.609883898988,2499.19819826481,20.3252234573718,-2133.06657373016,-2112.74135027278,7745.27052663881
15870,312.781452784277,2614.90663596892,20.3363784979238,-2133.07771007609,-2112.74133157817,7745.27052663881
15880,314.591477738218,2653.1704070766,20.4540624341878,-2133.19546790729,-2112.7414054731,7745.27052663881
15890,316.53614329765,2732.66331444486,20.5805004135387,-2133.32201694821,-2112.74151653467,7745.27052663881
15900,316.391719603372,2927.67168390801,20.5711102950238,-2133.31266008387,-2112.74154978884,7745.27052663881
15910,313.704407403693,3201.0499557744,20.3963870256346,-2133.13782212108,-2112.74143509544,7745.27052663881
15920,311.144847030843,3522.90467641268,20.2299699057344,-2132.9712378994,-2112.74126799367,7745.27052663881
15930,312.315286498207,3778.2025957654,20.3060693668928,-2133.04732316845,-2112.74125380156,7745.27052663881
15940,317.625506318548,3822.35902983534,20.6513284582242,-2133.3927174937,-2112.74138903548,7745.27052663881
15950,324.035975402824,3617.01778817193,21.0681233943901,-2133.80966011944,-2112.74153672505,7745.27052663881
15960,327.93018021998,3269.4439500531,21.3213162304907,-2134.06291747722,-2112.74160124673,7745.27052663881
15970,327.414106321126,2888.22285688848,21.2877622136314,-2134.02934616545,-2112.74158395181,7745.27052663881
15980,322.642761500076,2602.93233657344,20.9775396177542,-2133.71905271826,-2112.7415131005,7745.27052663881
15990,315.350892786904,2512.20979711603,20.5034379701399,-2133.24482941805,-2112.74139144791,7745.27052663881
16000,308.396096313199,2616.56671467714,20.0512520358197,-2132.79254031524,-2112.74128827942,7745.27052663881
16010,304.198666641875,2798.87720034065,19.7783441707445,-2132.51961475804,-2112.7412705873,7745.27052663881
16020,303.426743703894,2935.83971421867,19.7281553986858,-2132.46945440736,-2112.74129900867,7745.27052663881
16030,305.581794338696,2926.6850219784,19.8682721639268,-2132.60960490363,-2112.74133273971,7745.27052663881
16040,309.779962888391,2775.24398600667,20.1412280692872,-2132.88261650163,-2112.74138843234,7745.27052663881
16050,314.566558972096,2530.42410916394,20.4524422695168,-2133.19391020391,-2112.74146793439,7745.27052663881
16060,318.120767637073,2245.37996765035,20.6835292857965,-2133.42503659905,-2112.74150731325,7745.27052663881
16070,319.521206221555,1938.10445270236,20.7745827957269,-2133.51607322398,-2112.74149042825,7745.27052663881
16080,319.051454515636,1637.64974893037,20.7440405483955,-2133.48551089459,-2112.7414703462,7745.27052663881
16090,317.278571500093,1422.78870542643,20.6287715012199,-2133.37022408883,-2112.74145258761,7745.27052663881
16100,314.832645295822,1339.0618078253,20.4697426309808,-2133.21115980483,-2112.74141717384,7745.27052663881
16110,312.663736866955,1360.25200561846,20.3287248617232,-2133.07010285208,-2112.74137799036,7745.27052663881
16120,311.650421501281,1531.90591733221,20.262841272301,-2133.00422234089,-2112.74138106859,7745.27052663881
16130,311.723854593232,1858.23533618987,20.2676157342741,-2133.00903402021,-2112.74141828594,7745.27052663881
16140,312.017721943173,2127.93107401171,20.2867223584149,-2133.0281597713,-2112.74143741288,7745.27052663881
16150,311.987407446717,2164.53027595707,20.2847513749426,-2133.02616063897,-2112.74140926403,7745.27052663881
16160,312.005781494905,1998.56042715441,20.2859460161055,-2133.02731695965,-2112.74137094355,7745.27052663881
16170,312.763376613637,1729.71708491341,20.3352032241195,-2133.07655195338,-2112.74134872926,7745.27052663881
16180,314.545510835932,1436.61299905285,20.451073764895,-2133.19245495043,-2112.74138118553,7745.27052663881
16190,316.497444575112,1159.81963090421,20.5779843056879,-2133.3194417072,-2112.74145740151,7745.27052663881
16200,317.008279696284,1000.98395307458,20.6111977084703,-2133.35267108023,-2112.74147337176,7745.27052663881
16210,315.683465849373,987.031129341489,20.5250611566056,-2133.26646294672,-2112.74140179011,7745.27052663881
16220,313.937028092507,1013.89555151081,20.4115115233696,-2133.15282890797,-2112.7413173846,7745.27052663881
16230,313.635965820138,1016.58034074051,20.3919371008204,-2133.13319795695,-2112.74126085613,7745.27052663881
16240,315.981455500488,1035.12108755698,20.544435803918,-2133.28571022724,-2112.74127442332,7745.27052663881
16250,320.532243684166,1112.00500849598,20.8403182807827,-2133.58170662348,-2112.7413883427,7745.27052663881
16260,324.765460568771,1289.90737559173,21.1155529536279,-2133.85707968464,-2112.74152673102,7745.27052663881
16270,325.692296856676,1630.39005047313,21.1758138590897,-2133.91740192331,-2112.74158806422,7745.27052663881
16280,322.025722249586,2130.09769465458,20.9374210505107,-2133.67897206221,-2112.7415510117,7745.27052663881
16290,314.918704198879,2639.27540483897,20.4753379960835,-2133.21676227476,-2112.74142427868,7745.27052663881
16300,307.53750679046,2948.41443112627,19.9954283884987,-2132.73672110573,-2112.74129271723,7745.27052663881
16310,303.133346403395,2925.71150085565,19.7090793361504,-2132.45031076761,-2112.74123143146,7745.27052663881
16320,303.210622296981,2592.4402883791,19.714103648835,-2132.45538258165,-2112.74127893281,7745.27052663881
16330,306.7246604028,2106.07427718939,19.9425788616071,-2132.68397879173,-2112.74139993013,7745.27052663881
16340,310.941700949265,1654.97097352658,20.216761783678,-2132.95826729693,-2112.74150551325,7745.27052663881
16350,313.245534211593,1420.47267275819,20.3665520759148,-2133.10811616782,-2112.74156409191,7745.27052663881
16360,312.251136108785,1512.1849318997,20.3018984463077,-2133.04341669732,-2112.74151825101,7745.27052663881
16370,308.815120320251,1906.27427189275,20.0784960770864,-2132.81990477731,-2112.74140870022,7745.27052663881
16380,305.395826797468,2404.33769766422,19.8561809536805,-2132.59747656454,-2112.74129561085,7745.27052663881
16390,304.517251132436,2797.52649355622,19.7990578502992,-2132.54031837167,-2112.74126052137,7745.27052663881
16400,306.976713642228,2956.88887406597,19.95896682206,-2132.70029600811,-2112.74132918605,7745.27052663881
16410,311.303211806301,2913.42812089175,20.2402664434152,-2132.9816944706,-2112.74142802719,7745.27052663881
16420,315.149548292591,2746.3102479124,20.4903469834194,-2133.23185079657,-2112.74150381315,7745.27052663881
16430,316.623676242978,2512.54375933284,20.586191617705,-2133.32771826555,-2112.74152664785,7745.27052663881
16440,315.143038154946,2274.54172735781,20.4899237082474,-2133.23139888378,-2112.74147517553,7745.27052663881
16450,311.884265474877,2102.91101846117,20.2780453053861,-2133.0194234241,-2112.74137811871,7745.27052663881
16460,309.087635860557,1974.47893059687,20.0962144524085,-2132.83750272554,-2112.74128827313,7745.27052663881
16470,308.820141482467,1812.47983052894,20.078822542273,-2132.82006270006,-2112.74124015779,7745.27052663881
16480,311.897660891309,1658.20117724645,20.2789162466016,-2133.02021686531,-2112.7413006187,7745.27052663881
16490,316.581271754452,1602.48034696861,20.5834345689062,-2133.32490874658,-2112.74147417768,7745.27052663881
16500,318.803064567685,1692.96364162514,20.727890767289,-2133.46952496423,-2112.74163419694,7745.27052663881
16510,315.075256468632,1928.20541495285,20.4855166885349,-2133.22714053491,-2112.74162384638,7745.27052663881
16520,305.99351613023,2208.18023676643,19.8950414308189,-2132.63643458189,-2112.74139315107,7745.27052663881
16530,296.926939741931,2341.62996939106,19.3055521005805,-2132.04666650777,-2112.74111440719,7745.27052663881
16540,294.221606703488,2275.36212616787,19.1296571549468,-2131.87066869538,-2112.74101154043,7745.27052663881
16550,300.164836621421,2016.43449245595,19.5160732037098,-2132.25725361247,-2112.74118040876,7745.27052663881
16560,310.949543924357,1626.44936352772,20.2172717170791,-2132.95874944619,-2112.74147772912,7745.27052663881
16570,319.754429008295,1266.04681729909,20.7897464405762,-2133.53142338067,-2112.74167694009,7745.27052663881
16580,321.722347158333,1130.42982159768,20.9176962534435,-2133.65937897709,-2112.74168272364,7745.27052663881
16590,316.449442599731,1281.13647706934,20.574863320312,-2133.31638637334,-2112.74152305303,7745.27052663881
16600,307.543332475764,1628.72209327093,19.995807162049,-2132.73709842525,-2112.7412912632,7745.27052663881
16610,300.466687022371,2051.41305258428,19.5356988686872,-2132.27679022069,-2112.741091352,7745.27052663881
16620,299.851976156559,2405.06460345281,19.4957316880163,-2132.23678181912,-2112.7410501311,7745.27052663881
16630,306.602158592048,2534.3338702082,19.9346140568914,-2132.67584587022,-2112.74123181333,7745.27052663881
16640,316.700473952839,2392.48402264472,20.5911848399105,-2133.33268874677,-2112.74150390686,7745.27052663881
16650,324.093052382525,2115.90763165025,21.0718344170623,-2133.81348571034,-2112.74165129327,7745.27052663881
16660,325.260720882003,1923.24710004739,21.1477537158382,-2133.88936627594,-2112.7416125601,7745.27052663881
16670,320.8731832088,1934.30674889557,20.8624854366551,-2133.60395502194,-2112.74146958529,7745.27052663881
16680,314.23695436835,2141.95351140393,20.4310120858637,-2133.17232820129,-2112.74131611543,7745.27052663881
16690,309.035346048096,2433.52755843583,20.0928146810719,-2132.83403250319,-2112.74121782212,7745.27052663881
16700,307.55037472704,2723.03390025554,19.9962650341069,-2132.73748787652,-2112.74122284242,7745.27052663881
16710,309.651098985746,3000.73265898344,20.1328496150164,-2132.87416321606,-2112.74131360104,7745.27052663881
16720,313.18632640702,3268.24547663034,20.3627025115845,-2133.10413139423,-2112.74142888265,7745.27052663881
16730,315.421273014787,3514.62824610733,20.5080139414459,-2133.24952100617,-2112.74150706472,7745.27052663881
16740,314.506238883732,3734.27052713806,20.4485203868824,-2133.19002811074,-2112.74150772386,7745.27052663881
16750,310.564598146097,3876.99855043156,20.1922433690803,-2132.93364860514,-2112.74140523606,7745.27052663881
16760,305.966401409474,3935.97452501108,19.8932784898924,-2132.63457082733,-2112.74129233744,7745.27052663881
16770,303.381859452712,3885.2671278403,19.7252371210433,-2132.46649691954,-2112.7412597985,7745.27052663881
16780,303.702340616923,3690.15935631137,19.7460741182464,-2132.48739667514,-2112.7413225569,7745.27052663881
16790,305.580645557629,3380.62073213547,19.8681974726483,-2132.60962852831,-2112.74143105566,7745.27052663881
16800,306.453174173002,3049.24496978795,19.9249274098442,-2132.66644915273,-2112.74152174288,7745.27052663881
16810,304.252936840828,2751.62362343687,19.7818727025588,-2132.523375086,-2112.74150238344,7745.27052663881
16820,299.47386873461,2483.07219102811,19.4711479552623,-2132.2124975227,-2112.74134956744,7745.27052663881
16830,295.519713960595,2180.7483593787,19.2140573016832,-2131.95524669927,-2112.74118939759,7745.27052663881
16840,295.856494194038,1812.82668498527,19.2359540293726,-2131.9771202972,-2112.74116626782,7745.27052663881
16850,300.950844880313,1469.24412942277,19.5671777730922,-2132.30844621284,-2112.74126843975,7745.27052663881
16860,308.331107678246,1218.80028027168,20.0470266143099,-2132.78844121504,-2112.74141460073,7745.27052663881
16870,314.530141422581,1200.02117645632,20.4500744786382,-2133.19158851367,-2112.74151403504,7745.27052663881
16880,317.275317508549,1511.76304815973,20.6285599336763,-2133.37005667701,-2112.74149674333,7745.27052663881
16890,316.87891268895,2080.28570496353,20.6027865434129,-2133.34418041249,-2112.74139386907,7745.27052663881
16900,315.504333125053,2738.99464241726,20.51341433148,-2133.25472518121,-2112.74131084973,7745.27052663881
16910,315.146344724004,3309.77902234924,20.4901386942681,-2133.23139824899,-2112.74125955473,7745.27052663881
16920,317.046839062585,3680.03268648056,20.6137047556777,-2133.35494469776,-2112.74123994209,7745.27052663881
16930,321.546024027002,3839.19108154066,20.9062321020216,-2133.64751697071,-2112.74128486869,7745.27052663881
16940,327.465090947648,3820.27416410456,21.2910771245806,-2134.03248042664,-2112.74140330206,7745.27052663881
16950,332.052359176362,3697.65276780377,21.5893314556485,-2134.33086761908,-2112.74153616344,7745.27052663881
16960,332.274251097561,3565.00684604974,21.6037583919485,-2134.34536523037,-2112.74160683843,7745.27052663881
16970,326.716115046523,3505.15008328797,21.2423803195894,-2133.98393376452,-2112.74155344493,7745.27052663881
16980,316.852847459992,3528.35931773725,20.6010918381898,-2133.34248950748,-2112.74139766929,7745.27052663881
16990,306.433112397295,3557.54082870919,19.9236230362616,-2132.66486188219,-2112.74123884593,7745.27052663881
17000,299.253800312557,3479.5529949454,19.4568395789617,-2132.19800374873,-2112.74116416976,7745.27052663881
17010,297.232924193182,3286.10042259698,19.3254465526323,-2132.06662876618,-2112.74118221355,7745.27052663881
17020,300.125327517335,3044.68885501793,19.5135044065908,-2132.25475666138,-2112.74125225479,7745.27052663881
17030,306.376353654779,2816.09111301629,19.919932704688,-2132.66126643206,-2112.74133372737,7745.27052663881
17040,314.000795743048,2671.72731888829,20.4156575590945,-2133.15707708976,-2112.74141953067,7745.27052663881
17050,320.81397287025,2670.42914093608,20.858635707571,-2133.60014849421,-2112.74151278663,7745.27052663881
17060,324.599220868608,2810.11591740592,21.1047444052507,-2133.846307189,-2112.74156278375,7745.27052663881
17070,324.159865682825,3017.75637644814,21.0761784743952,-2133.8177076729,-2112.7415291985,7745.27052663881
17080,320.243325560493,3186.48605075749,20.8215334447075,-2133.56295077394,-2112.74141732923,7745.27052663881
17090,315.28119336471,3210.87967142802,20.498906263358,-2133.24021870883,-2112.74131244548,7745.27052663881
17100,311.51948103672,3065.48860224213,20.254327804433,-2132.99563333253,-2112.7413055281,7745.27052663881
17110,309.313215993024,2823.41364827793,20.1108811882863,-2132.85222551002,-2112.74134432173,7745.27052663881
17120,308.0946831404,2560.77011273176,20.0316547984779,-2132.77298129792,-2112.74132649944,7745.27052663881
17130,308.215319065498,2401.45622523152,20.0394982873146,-2132.78079302417,-2112.74129473685,7745.27052663881
17140,310.144431122319,2432.0356976076,20.1649250113202,-2132.90627968273,-2112.74135467141,7745.27052663881
17150,312.606548539375,2640.30329821932,20.325006599451,-2133.06645677896,-2112.74145017951,7745.27052663881
17160,313.760727423198,2945.88580459401,20.4000488323801,-2133.14149989323,-2112.74145106085,7745.27052663881
17170,313.623456455449,3238.2404656782,20.3911237687868,-2133.13251873992,-2112.74139497113,7745.27052663881
17180,313.54763197422,3377.32584789508,20.3861938238173,-2133.12755395514,-2112.74136013132,7745.27052663881
17190,314.397038689407,3263.17053203586,20.4414204247074,-2133.18281183724,-2112.74139141254,7745.27052663881
17200,315.523247424748,2989.84892648493,20.5146440986359,-2133.25610018142,-2112.74145608279,7745.27052663881
17210,315.576929398443,2694.95175342127,20.5181343853068,-2133.25959827228,-2112.74146388698,7745.27052663881
17220,314.370318324417,2465.28554599921,20.4396831239461,-2133.18108706742,-2112.74140394348,7745.27052663881
17230,313.152135104058,2289.8667900503,20.3604794664769,-2133.10181791226,-2112.74133844579,7745.27052663881
17240,313.337232182631,2126.15972464781,20.3725140811102,-2133.11382187766,-2112.74130779655,7745.27052663881
17250,315.499371100024,2003.42233975942,20.5130917112663,-2133.25442153158,-2112.74132982032,7745.27052663881
17260,318.951737850176,2000.35237960857,20.7375571849054,-2133.47895022022,-2112.74139303531,7745.27052663881
17270,322.213909766414,2144.22451118384,20.949656598804,-2133.6910904022,-2112.74143380339,7745.27052663881
17280,324.299007170856,2330.53661898086,21.0852251552012,-2133.82666333592,-2112.74143818072,7745.27052663881
17290,325.107789540774,2449.29131614123,21.137810448385,-2133.87923945351,-2112.74142900513,7745.27052663881
17300,324.875450892728,2429.43681931754,21.1227042883352,-2133.86414196063,-2112.74143767229,7745.27052663881
17310,323.598587975336,2315.86164031135,21.0396854029541,-2133.78111323927,-2112.74142783632,7745.27052663881
17320,321.536526283985,2219.09036532652,20.9056145791629,-2133.647012076,-2112.74139749683,7745.27052663881
17330,319.254217866585,2145.19736651889,20.7572237861281,-2133.49861515302,-2112.74139136689,7745.27052663881
17340,316.912431240687,2067.82055569823,20.6049658476803,-2133.34636986738,-2112.7414040197,7745.27052663881
17350,314.243243075978,2026.28819098423,20.4314209641314,-2133.17284796908,-2112.74142700494,7745.27052663881
17360,310.876068461115,2092.36792018134,20.2124945002158,-2132.95391965017,-2112.74142514995,7745.27052663881
17370,307.143381135005,2326.37660373053,19.9698031845944,-2132.7111579439,-2112.7413547593,7745.27052663881
